URI,rdf:type,rico:hasCarrierType,dcterms:format,schema:url,owl:sameAs
<http://data.qdmtl.ca/record/VM094-C196-0134/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0134/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178138/VM94C196-0134.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0135/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0135/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178102/VM94C196-0135.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0136/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0136/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178054/VM94C196-0136.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0137/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0137/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178190/VM94C196-0137.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0138/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0138/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178114/VM94C196-0138.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0139/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0139/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178050/VM94C196-0139.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0140/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0140/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178134/VM94C196-0140.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0141/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0141/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178090/VM94C196-0141.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0142/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0142/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178178/VM94C196-0142.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0143/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0143/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178110/VM94C196-0143.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0144/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0144/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178058/VM94C196-0144.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0145/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0145/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178166/VM94C196-0145.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0146/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0146/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178146/VM94C196-0146.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0147/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0147/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178194/VM94C196-0147.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0148/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0148/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178118/VM94C196-0148.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0149/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0149/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178078/VM94C196-0149.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0150/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0150/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178158/VM94C196-0150.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0151/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0151/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178098/VM94C196-0151.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0152/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0152/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178154/VM94C196-0152.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0153/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0153/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178070/VM94C196-0153.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0154/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0154/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178150/VM94C196-0154.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0155/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0155/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178130/VM94C196-0155.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0156/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0156/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178062/VM94C196-0156.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0157/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0157/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178142/VM94C196-0157.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0158/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0158/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178086/VM94C196-0158.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0159/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0159/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178202/VM94C196-0159.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0160/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0160/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178182/VM94C196-0160.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0161/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0161/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178226/VM94C196-0161.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0162/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0162/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178338/VM94C196-0162.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0163/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0163/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178278/VM94C196-0163.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0164/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0164/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178254/VM94C196-0164.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0165/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0165/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178330/VM94C196-0165.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0166/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0166/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178346/VM94C196-0166.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0167/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0167/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178266/VM94C196-0167.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0168/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0168/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178270/VM94C196-0168.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0169/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0169/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178358/VM94C196-0169.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0170/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0170/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178234/VM94C196-0170.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0171/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0171/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178206/VM94C196-0171.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0172/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0172/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178294/VM94C196-0172.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0173/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0173/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178242/VM94C196-0173.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0174/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0174/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178310/VM94C196-0174.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0175/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0175/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178262/VM94C196-0175.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0176/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0176/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178214/VM94C196-0176.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0177/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0177/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178306/VM94C196-0177.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0178/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0178/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178350/VM94C196-0178.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0179/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0179/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178282/VM94C196-0179.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0180/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0180/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178210/VM94C196-0180.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0181/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0181/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178302/VM94C196-0181.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0182/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0182/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178250/VM94C196-0182.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0183/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0183/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178342/VM94C196-0183.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0184/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0184/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178274/VM94C196-0184.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0185/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0185/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178218/VM94C196-0185.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0186/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0186/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178334/VM94C196-0186.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0187/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0187/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178290/VM94C196-0187.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0188/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0188/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178354/VM94C196-0188.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0189/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0189/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178286/VM94C196-0189.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0190/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0190/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178238/VM94C196-0190.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0191/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0191/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178326/VM94C196-0191.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0192/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0192/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178258/VM94C196-0192.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0193/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0193/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178322/VM94C196-0193.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0194/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0194/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178230/VM94C196-0194.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0195/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0195/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178318/VM94C196-0195.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0196/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0196/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178298/VM94C196-0196.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0197/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0197/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178222/VM94C196-0197.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0198/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0198/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178314/VM94C196-0198.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0199/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0199/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178246/VM94C196-0199.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0200/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0200/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178362/VM94C196-0200.jpg""",
<http://data.qdmtl.ca/record/VM094-C196-0201/i/01>,rico:Instantiation,vocab:blackAndWhitePhotoprint,,,
<http://data.qdmtl.ca/record/VM094-C196-0201/i/02>,rico:Instantiation,vocab:digitalFile,vocab:jpeg,"""http://archivesdemontreal.ica-atom.org/uploads/r/ville-de-montreal-section-des-archives/1/7/178546/VM94C196-0201.jpg""",
